	S33	S19	S50	S62	S63	S48	S9	S82	S80	S24	S87	S41	S61	S6	S90	S91	S73	S67	S59	S38	S66	S58	S57	S79	S23	S43	S56	S70	S99	S52	S2	S14	S27	S26	S13	S22	S85	S31	S34	S8	S11	S39	S30	S77	S93	S92	S40	S21	S7	S97	S89	S46	S54	S95	S69	S5	S47	S88	S36	S28	S76	S72	S4	S98	S64	S55	S45	S15
S66	0.0009484400220150001	0.000950712653885	0.000856665115595	8.636220715500002e-05	8.605490881500001e-05	8.082578797800002e-05	7.186647047e-05	0.00010852400689999999	0.000124472379908	9.7172133278e-05	0.00011849278149500001	0.00010684500838500001	0.00011233497925999999	0.00011359057281	0.00011932248144999999	0.00013501159915	9.579885676e-05	6.817174846e-05	6.9156802916e-05	5.7636917626e-05	0.0	0.00011766100131900001	0.000266641625699	8.5060888126e-05	7.7443174296e-05	8.2443997337e-05	8.4587948523e-05	8.1820078352e-05	8.0956927926e-05	8.2817765545e-05	6.9834820679e-05	0.000904269545375	0.000883871265385	0.000885136944364	0.0008830193302390001	0.0009389773490450001	0.000949185066995	0.000944475648875	0.000947182938805	0.000945470732075	0.009125733832095001	0.010332421407795	0.010282066291885	0.010315861962106	0.010320577721187999	0.010322231716563001	0.010306272992438	0.010299706530308001	0.010302874231662	0.010314592715114	0.010312288882409	0.010307164992758	0.01031885966739	0.006899058529295001	0.007941368132595	0.008055392336905	0.009698288089475	0.009073094028475	0.009610159283505	0.007193098646095	0.009109423894895	0.008993688843561	0.008977712994131	0.009000850242579999	0.009868429058999999	0.0091874527448	0.012225072904395	0.012343029046755001
S58	0.0009732102429020001	0.000975482874772	0.000881435336482	0.000111132428042	0.000110825129702	0.000105596008865	9.6636691357e-05	0.000140197583299	0.00015614595630699998	0.000128845709677	0.000150166357894	0.000138518584784	0.000144008555659	0.00014526414920899998	0.000150996057849	0.00016668517554899997	0.00014731926076499998	0.000119692152465	0.00012383183389499998	0.00011231194860500001	0.00011766100131900001	0.0	0.00026437768262	9.015822483300001e-05	8.2540511003e-05	8.7541334044e-05	8.968528523e-05	8.691741505900001e-05	8.6054264633e-05	8.7915102252e-05	9.4605041566e-05	0.000929039766262	0.0009086414862720001	0.000909907165251	0.0009077895511260001	0.0009637475699320001	0.000973955287882	0.000969245869762	0.000971953159692	0.000970240952962	0.009150504052982001	0.010357191628682	0.010306836512772	0.010340632182993	0.010345347942075	0.010347001937450001	0.010331043213325	0.010324476751195001	0.010327644452549	0.010339362936001	0.010337059103296	0.010331935213645	0.010343629888277	0.006923828750182001	0.007966138353482	0.008080162557792	0.009723058310362	0.009097864249362	0.009634929504392	0.007217868866982	0.009134194115782	0.009018459064448	0.009002483215018	0.009025620463466999	0.009893199279886999	0.009212222965687	0.012249843125282	0.012367799267642001
S57	0.001122190867282	0.001124463499152	0.001030415960862	0.00026011305242200003	0.000259805754082	0.000254576633245	0.00024561731573699997	0.000289178207679	0.00030512658068699997	0.000277826334057	0.000299146982274	0.000287499209164	0.000292989180039	0.000294244773589	0.000299976682229	0.00031566579992899996	0.00029629988514499997	0.00026867277684499997	0.00027281245827499997	0.000261292572985	0.000266641625699	0.00026437768262	0.0	0.00023913884921299998	0.000231521135383	0.000236521958424	0.00023866590961	0.00023589803943899998	0.000235034889013	0.000236895726632	0.000243585665946	0.001078020390642	0.001057622110652	0.001058887789631	0.001056770175506	0.001112728194312	0.0011229359122620001	0.001118226494142	0.001120933784072	0.001119221577342	0.009299484677362	0.010506172253062001	0.010455817137152	0.010489612807373	0.010494328566455002	0.01049598256183	0.010480023837705	0.010473457375575	0.010476625076929001	0.010488343560381001	0.010486039727676002	0.010480915838025	0.010492610512657001	0.007072809374562001	0.008115118977862	0.008229143182172001	0.009872038934742002	0.009246844873742001	0.009783910128772002	0.0073668494913620005	0.009283174740162001	0.009167439688828001	0.009151463839398001	0.009174601087847	0.010042179904267	0.009361203590067	0.012398823749662	0.012516779892022002
S79	0.0009406101297090001	0.0009428827615790001	0.000848835223289	7.853231484900001e-05	7.822501650900001e-05	7.2995895672e-05	6.403657816399999e-05	0.000107597470106	0.00012354584311399997	9.624559648400001e-05	0.000117566244701	0.000105918471591	0.00011140844246600001	0.00011266403601600001	0.00011839594465600001	0.00013408506235599996	0.00011471914757199999	8.7092039272e-05	9.1231720702e-05	7.9711835412e-05	8.5060888126e-05	9.015822483300001e-05	0.00023913884921299998	0.0	3.747986755e-05	4.2480690591e-05	4.4624641777e-05	4.1856771606e-05	4.099362118e-05	5.2428343341e-05	6.2004928373e-05	0.000896439653069	0.000876041373079	0.000877307052058	0.000875189437933	0.000931147456739	0.000941355174689	0.000936645756569	0.000939353046499	0.000937640839769	0.009117903939789	0.010324591515489	0.010274236399579001	0.0103080320698	0.010312747828882	0.010314401824257	0.010298443100132	0.010291876638002	0.010295044339356001	0.010306762822808	0.010304458990103	0.010299335100452	0.010311029775084	0.006891228636989001	0.007933538240289001	0.008047562444599	0.009690458197169	0.009065264136169	0.009602329391199	0.007185268753789	0.009101594002589001	0.008985858951255001	0.008969883101825001	0.008993020350274	0.009860599166694	0.009179622852494001	0.012217243012089	0.012335199154449002
S23	0.0009329924158790002	0.0009352650477490001	0.0008412175094590001	7.091460101900001e-05	7.060730267900001e-05	6.5378181842e-05	5.6418864333999997e-05	9.9979756276e-05	0.00011592812928399999	8.862788265400001e-05	0.000109948530871	9.8300757761e-05	0.000103790728636	0.000105046322186	0.000110778230826	0.00012646734852599998	0.00010710143374199999	7.9474325442e-05	8.3614006872e-05	7.2094121582e-05	7.7443174296e-05	8.2540511003e-05	0.000231521135383	3.747986755e-05	0.0	1.0250954173e-05	1.2394905359e-05	3.1170888768e-05	3.0307738342e-05	4.4810629510999995e-05	5.4387214543e-05	0.0008888219392390001	0.0008684236592490001	0.0008696893382280001	0.0008675717241030001	0.0009235297429090001	0.0009337374608590001	0.0009290280427390001	0.000931735332669	0.0009300231259390001	0.009110286225959	0.010316973801659001	0.010266618685749001	0.01030041435597	0.010305130115052002	0.010306784110427	0.010290825386302	0.010284258924172	0.010287426625526001	0.010299145108978001	0.010296841276273002	0.010291717386622	0.010303412061254002	0.006883610923159002	0.007925920526459001	0.008039944730769001	0.009682840483339002	0.009057646422339001	0.009594711677369002	0.007177651039959001	0.009093976288759001	0.008978241237425001	0.008962265387995001	0.008985402636444	0.009852981452864	0.009172005138664	0.012209625298259	0.012327581440619002
S43	0.0009379932389200001	0.00094026587079	0.0008462183325	7.591542406000001e-05	7.560812572000001e-05	7.037900488300001e-05	6.1419687375e-05	0.000104980579317	0.00012092895232499999	9.362870569500001e-05	0.00011494935391200001	0.000103301580802	0.000108791551677	0.00011004714522700001	0.000115779053867	0.00013146817156699998	0.00011210225678299999	8.4475148483e-05	8.8614829913e-05	7.7094944623e-05	8.2443997337e-05	8.7541334044e-05	0.000236521958424	4.2480690591e-05	1.0250954173e-05	0.0	7.124794442e-06	3.6171711809e-05	3.5308561383000004e-05	4.9811452552e-05	5.938803758400001e-05	0.00089382276228	0.0008734244822900001	0.000874690161269	0.0008725725471440001	0.0009285305659500001	0.0009387382839	0.00093402886578	0.00093673615571	0.00093502394898	0.009115287049000002	0.010321974624700001	0.01027161950879	0.010305415179011	0.010310130938093	0.010311784933468002	0.010295826209343	0.010289259747213002	0.010292427448567001	0.010304145932019	0.010301842099314	0.010296718209663	0.010308412884295001	0.006888611746200001	0.0079309213495	0.00804494555381	0.00968784130638	0.009062647245380001	0.009599712500410001	0.007182651863	0.009098977111800001	0.008983242060466001	0.008967266211036001	0.008990403459485	0.009857982275905	0.009177005961705	0.0122146261213	0.012332582263660002
S56	0.0009401371901060001	0.000942409821976	0.000848362283686	7.805937524600001e-05	7.775207690600001e-05	7.2522956069e-05	6.356363856099999e-05	0.000107124530503	0.000123072903511	9.577265688100001e-05	0.000117093305098	0.000105445531988	0.000110935502863	0.000112191096413	0.000117923005053	0.00013361212275299998	0.00011424620796899999	8.6619099669e-05	9.0758781099e-05	7.923889580899999e-05	8.4587948523e-05	8.968528523e-05	0.00023866590961	4.4624641777e-05	1.2394905359e-05	7.124794442e-06	0.0	3.8315662994999994e-05	3.7452512569e-05	5.1955403737999995e-05	6.153198877e-05	0.000895966713466	0.0008755684334760001	0.000876834112455	0.0008747164983300001	0.0009306745171360001	0.000940882235086	0.000936172816966	0.000938880106896	0.000937167900166	0.009117431000186	0.010324118575886	0.010273763459976	0.010307559130197	0.010312274889279001	0.010313928884654	0.010297970160529	0.010291403698399	0.010294571399753	0.010306289883205	0.010303986050500001	0.010298862160849	0.010310556835481	0.006890755697386001	0.007933065300686	0.008047089504996	0.009689985257566001	0.009064791196566	0.009601856451596	0.007184795814186	0.009101121062986	0.008985386011652	0.008969410162222	0.008992547410670999	0.009860126227090999	0.009179149912891	0.012216770072486	0.012334726214846001
S70	0.0009373693199350001	0.000939641951805	0.000845594413515	7.5291505075e-05	7.498420673500001e-05	6.9755085898e-05	6.0795768389999994e-05	0.000104356660332	0.00012030503333999999	9.300478671000001e-05	0.000114325434927	0.000102677661817	0.00010816763269200001	0.00010942322624200001	0.00011515513488200001	0.00013084425258199996	0.00011147833779799999	8.3851229498e-05	8.7990910928e-05	7.6471025638e-05	8.1820078352e-05	8.691741505900001e-05	0.00023589803943899998	4.1856771606e-05	3.1170888768e-05	3.6171711809e-05	3.8315662994999994e-05	0.0	1.4533098158e-05	4.9187533567e-05	5.8764118599e-05	0.000893198843295	0.000872800563305	0.000874066242284	0.0008719486281590001	0.0009279066469650001	0.000938114364915	0.000933404946795	0.000936112236725	0.000934400029995	0.009114663130015	0.010321350705715	0.010270995589805001	0.010304791260026001	0.010309507019108	0.010311161014483	0.010295202290358001	0.010288635828228001	0.010291803529582002	0.010303522013034	0.010301218180329001	0.010296094290678001	0.01030778896531	0.006887987827215001	0.007930297430515001	0.008044321634825	0.009687217387395001	0.009062023326395	0.009599088581425	0.007182027944015	0.009098353192815002	0.008982618141481002	0.008966642292051002	0.0089897795405	0.00985735835692	0.009176382042720001	0.012214002202315001	0.012331958344675003
S99	0.0009365061695090002	0.0009387788013790002	0.0008447312630890001	7.442835464900001e-05	7.412105630900002e-05	6.889193547200001e-05	5.9932617964e-05	0.000103493509906	0.00011944188291399999	9.214163628400001e-05	0.00011346228450100001	0.000101814511391	0.000107304482266	0.00010856007581600001	0.000114291984456	0.00012998110215599998	0.00011061518737199999	8.2988079072e-05	8.7127760502e-05	7.5607875212e-05	8.0956927926e-05	8.6054264633e-05	0.000235034889013	4.099362118e-05	3.0307738342e-05	3.5308561383000004e-05	3.7452512569e-05	1.4533098158e-05	0.0	4.8324383141e-05	5.790096817300001e-05	0.0008923356928690001	0.0008719374128790001	0.0008732030918580001	0.0008710854777330001	0.0009270434965390001	0.0009372512144890001	0.0009325417963690001	0.0009352490862990001	0.0009335368795690001	0.009113799979589	0.010320487555289002	0.010270132439379	0.0103039281096	0.010308643868682	0.010310297864057	0.010294339139932	0.010287772677802001	0.010290940379156	0.010302658862608002	0.010300355029903	0.010295231140252	0.010306925814884002	0.006887124676789001	0.007929434280089001	0.008043458484399	0.009686354236969001	0.009061160175969002	0.009598225430999002	0.007181164793589	0.009097490042389002	0.008981754991055002	0.008965779141625002	0.008988916390074	0.009856495206494	0.009175518892294001	0.012213139051889001	0.012331095194249003
S52	0.0009383670071280002	0.0009406396389980002	0.0008465921007080001	7.628919226800001e-05	7.598189392800001e-05	7.0752773091e-05	6.179345558299999e-05	0.000105354347525	0.00012130272053299999	9.400247390300001e-05	0.00011532312212	0.00010367534901	0.000109165319885	0.000110420913435	0.000116152822075	0.00013184193977499998	0.00011247602499099999	8.4848916691e-05	8.8988598121e-05	7.7468712831e-05	8.2817765545e-05	8.7915102252e-05	0.000236895726632	5.2428343341e-05	4.4810629510999995e-05	4.9811452552e-05	5.1955403737999995e-05	4.9187533567e-05	4.8324383141e-05	0.0	5.9761805792000005e-05	0.0008941965304880001	0.0008737982504980001	0.0008750639294770001	0.0008729463153520001	0.0009289043341580001	0.0009391120521080001	0.0009344026339880001	0.0009371099239180001	0.0009353977171880001	0.009115660817208	0.010322348392908	0.010271993276998001	0.010305788947219001	0.010310504706301	0.010312158701676	0.010296199977551001	0.010289633515421	0.010292801216775001	0.010304519700227	0.010302215867522	0.010297091977871	0.010308786652503	0.006888985514408001	0.007931295117708001	0.008045319322018	0.009688215074588	0.009063021013588	0.009600086268618	0.007183025631208	0.009099350880008001	0.008983615828674001	0.008967639979244001	0.008990777227693	0.009858356044113	0.009177379729913001	0.012214999889508001	0.012332956031868002
S2	0.0009029966328360002	0.0009052692647060002	0.000811221726416	4.0918817976e-05	4.0611519636e-05	3.5382398798999996e-05	3.8158269509e-05	9.237140265899999e-05	0.00010831977566699998	8.1019529037e-05	0.000102340177254	9.0692404144e-05	9.6182375019e-05	9.7437968569e-05	0.00010316987720899999	0.00011885899490899997	9.949308012499998e-05	7.186597182500001e-05	7.6005653255e-05	6.4485767965e-05	6.9834820679e-05	9.4605041566e-05	0.000243585665946	6.2004928373e-05	5.4387214543e-05	5.938803758400001e-05	6.153198877e-05	5.8764118599e-05	5.790096817300001e-05	5.9761805792000005e-05	0.0	0.0008588261561960001	0.0008384278762060001	0.000839693555185	0.0008375759410600001	0.0008935339598660001	0.0009037416778160001	0.0008990322596960001	0.0009017395496260001	0.0009000273428960001	0.009080290442916	0.010286978018616	0.010236622902706001	0.010270418572927001	0.010275134332009	0.010276788327384	0.010260829603259001	0.010254263141129	0.010257430842483001	0.010269149325935	0.01026684549323	0.010261721603579	0.010273416278211	0.006853615140116001	0.007895924743416001	0.008009948947726	0.009652844700296	0.009027650639296	0.009564715894326	0.007147655256916	0.009063980505716001	0.008948245454382001	0.008932269604952001	0.008955406853401	0.009822985669821	0.009142009355621001	0.012179629515216001	0.012297585657576002
S14	0.0006553939730400001	0.00065766660491	0.00056361906662	0.00087285938518	0.00087255208684	0.000867322966003	0.0008725929942050001	0.000926806127355	0.000942754500363	0.000915454253733	0.0009367749019500001	0.0009251271288400001	0.000930617099715	0.000931872693265	0.000937604601905	0.0009532937196050001	0.0009339278048210001	0.000906300696521	0.000910440377951	0.0008989204926610001	0.000904269545375	0.000929039766262	0.001078020390642	0.000896439653069	0.0008888219392390001	0.00089382276228	0.000895966713466	0.000893198843295	0.0008923356928690001	0.0008941965304880001	0.0008588261561960001	0.0	0.0005908252164100001	0.000592090895389	0.0005899732812640001	0.0006459313000700001	0.00065613901802	0.0006514295999	0.00065413688983	0.0006524246831	0.008832687783120002	0.010039375358820001	0.00998902024291	0.010022815913131	0.010027531672213	0.010029185667588002	0.010013226943463	0.010006660481333002	0.010009828182687001	0.010021546666139	0.010019242833434	0.010014118943783	0.010025813618415001	0.006606012480320001	0.007648322083620001	0.007762346287930001	0.0094052420405	0.008780047979500001	0.009317113234530001	0.00690005259712	0.008816377845920001	0.008700642794586001	0.008684666945156001	0.008707804193605001	0.009575383010025001	0.008894406695825	0.01193202685542	0.012049982997780002
S27	0.00022650628461	0.00022877891648	0.00038456897259000003	0.00085246110519	0.00085215380685	0.0008469246860130001	0.0008521947142150001	0.000906407847365	0.0009223562203730001	0.000895055973743	0.0009163766219600001	0.0009047288488500001	0.0009102188197250001	0.0009114744132750001	0.000917206321915	0.0009328954396150001	0.0009135295248310001	0.0008859024165310001	0.0008900420979610001	0.0008785222126710001	0.000883871265385	0.0009086414862720001	0.001057622110652	0.000876041373079	0.0008684236592490001	0.0008734244822900001	0.0008755684334760001	0.000872800563305	0.0008719374128790001	0.0008737982504980001	0.0008384278762060001	0.0005908252164100001	0.0	3.2656799790000002e-06	3.1480668540000002e-06	0.0001596314869	0.00016983920485	0.00016512978673	0.00016783707666	0.00016612486992999997	0.00840380009469	0.009610487670390001	0.009560132554479999	0.009593928224700999	0.009598643983783	0.009600297979158	0.009584339255032999	0.009577772792903	0.009580940494257	0.009592658977709001	0.009590355145004	0.009585231255352999	0.009596925929985001	0.006177124791890001	0.007219434395190001	0.0073334585995	0.00897635435207	0.00835116029107	0.008888225546100002	0.00647116490869	0.008387490157490001	0.008271755106156	0.008255779256726	0.008278916505175	0.009146495321595	0.008465519007395	0.01150313916699	0.011621095309350002
S26	0.000227771963589	0.000230044595459	0.00038583465156899997	0.000853726784169	0.000853419485829	0.000848190364992	0.000853460393194	0.000907673526344	0.000923621899352	0.000896321652722	0.000917642300939	0.000905994527829	0.000911484498704	0.000912740092254	0.000918472000894	0.000934161118594	0.0009147952038100001	0.00088716809551	0.00089130777694	0.0008797878916500001	0.000885136944364	0.000909907165251	0.001058887789631	0.000877307052058	0.0008696893382280001	0.000874690161269	0.000876834112455	0.000874066242284	0.0008732030918580001	0.0008750639294770001	0.000839693555185	0.000592090895389	3.2656799790000002e-06	0.0	4.413745833e-06	0.000160897165879	0.000171104883829	0.000166395465709	0.000169102755639	0.00016739054890899997	0.008405065773669	0.009611753349369	0.009561398233459	0.00959519390368	0.009599909662762	0.009601563658137	0.009585604934012	0.009579038471882	0.009582206173236001	0.009593924656688	0.009591620823983	0.009586496934332	0.009598191608964	0.006178390470869001	0.007220700074169001	0.007334724278479	0.008977620031049	0.008352425970049	0.008889491225079	0.006472430587669	0.008388755836469	0.008273020785135001	0.008257044935705001	0.008280182184154002	0.009147761000574	0.008466784686374	0.011504404845969	0.011622360988329002
S13	0.00022565434946400002	0.000227926981334	0.000383717037444	0.0008516091700440001	0.000851301871704	0.0008460727508670001	0.0008513427790690001	0.000905555912219	0.0009215042852270001	0.0008942040385970001	0.0009155246868140001	0.0009038769137040001	0.0009093668845790001	0.0009106224781290001	0.000916354386769	0.0009320435044690001	0.0009126775896850001	0.0008850504813850001	0.0008891901628150001	0.0008776702775250002	0.0008830193302390001	0.0009077895511260001	0.001056770175506	0.000875189437933	0.0008675717241030001	0.0008725725471440001	0.0008747164983300001	0.0008719486281590001	0.0008710854777330001	0.0008729463153520001	0.0008375759410600001	0.0005899732812640001	3.1480668540000002e-06	4.413745833e-06	0.0	0.00015877955175399997	0.000168987269704	0.00016427785158399999	0.00016698514151399998	0.000165272934784	0.008402948159544	0.009609635735244001	0.009559280619334	0.009593076289555	0.009597792048637001	0.009599446044012	0.009583487319887	0.009576920857757	0.009580088559111001	0.009591807042563	0.009589503209858002	0.009584379320207	0.009596073994839001	0.006176272856744001	0.007218582460044001	0.007332606664354001	0.008975502416924002	0.008350308355924001	0.008887373610954001	0.006470312973544	0.008386638222344001	0.008270903171010001	0.008254927321580001	0.008278064570029001	0.009145643386449001	0.008464667072249	0.011502287231844	0.011620243374204002
S22	0.00028161236827	0.00028388500014	0.00043967505625	0.0009075671888500001	0.00090725989051	0.0009020307696730001	0.0009073007978750001	0.000961513931025	0.000977462304033	0.000950162057403	0.0009714827056200001	0.0009598349325100001	0.0009653249033850001	0.0009665804969350001	0.000972312405575	0.0009880015232750002	0.0009686356084910001	0.0009410085001910001	0.0009451481816210001	0.0009336282963310001	0.0009389773490450001	0.0009637475699320001	0.001112728194312	0.000931147456739	0.0009235297429090001	0.0009285305659500001	0.0009306745171360001	0.0009279066469650001	0.0009270434965390001	0.0009289043341580001	0.0008935339598660001	0.0006459313000700001	0.0001596314869	0.000160897165879	0.00015877955175399997	0.0	5.355327217e-05	8.279143475e-05	8.749872568e-05	8.578651894999999e-05	0.00845890617835	0.00966559375405	0.00961523863814	0.009649034308361	0.009653750067443	0.009655404062818	0.009639445338693	0.009632878876563	0.009636046577917001	0.009647765061369	0.009645461228664	0.009640337339013	0.009652032013645	0.006232230875550001	0.007274540478850001	0.00738856468316	0.00903146043573	0.00840626637473	0.00894333162976	0.00652627099235	0.00844259624115	0.008326861189816001	0.008310885340386001	0.008334022588835002	0.009201601405255	0.008520625091055	0.01155824525065	0.011676201393010002
S85	0.00029182008622000003	0.00029409271809000004	0.0004498827742	0.0009177749068	0.00091746760846	0.000912238487623	0.000917508515825	0.000971721648975	0.000987670021983	0.000960369775353	0.0009816904235700002	0.00097004265046	0.000975532621335	0.0009767882148850001	0.000982520123525	0.0009982092412250002	0.0009788433264410002	0.000951216218141	0.000955355899571	0.0009438360142810001	0.000949185066995	0.000973955287882	0.0011229359122620001	0.000941355174689	0.0009337374608590001	0.0009387382839	0.000940882235086	0.000938114364915	0.0009372512144890001	0.0009391120521080001	0.0009037416778160001	0.00065613901802	0.00016983920485	0.000171104883829	0.000168987269704	5.355327217e-05	0.0	9.299915269999999e-05	9.770644363e-05	9.59942369e-05	0.0084691138963	0.009675801472000001	0.00962544635609	0.009659242026311	0.009663957785393001	0.009665611780768	0.009649653056643	0.009643086594513	0.009646254295867001	0.009657972779319	0.009655668946614002	0.009650545056963	0.009662239731595001	0.006242438593500001	0.0072847481968000005	0.007398772401110001	0.009041668153680002	0.008416474092680001	0.008953539347710001	0.0065364787103	0.0084528039591	0.008337068907766	0.008321093058336	0.008344230306785001	0.009211809123205001	0.008530832809005	0.0115684529686	0.011686409110960002
S31	0.00028711066809999995	0.00028938329996999995	0.00044517335608	0.00091306548868	0.00091275819034	0.000907529069503	0.0009127990977050001	0.000967012230855	0.0009829606038630001	0.000955660357233	0.00097698100545	0.0009653332323400001	0.0009708232032150001	0.000972078796765	0.000977810705405	0.000993499823105	0.0009741339083210001	0.000946506800021	0.000950646481451	0.0009391265961610001	0.000944475648875	0.000969245869762	0.001118226494142	0.000936645756569	0.0009290280427390001	0.00093402886578	0.000936172816966	0.000933404946795	0.0009325417963690001	0.0009344026339880001	0.0008990322596960001	0.0006514295999	0.00016512978673	0.000166395465709	0.00016427785158399999	8.279143475e-05	9.299915269999999e-05	0.0	9.299702551e-05	9.128481877999999e-05	0.00846440447818	0.00967109205388	0.009620736937970002	0.009654532608191001	0.009659248367273	0.009660902362648001	0.009644943638523001	0.009638377176393001	0.009641544877747002	0.009653263361199	0.009650959528494001	0.009645835638843001	0.009657530313475	0.006237729175380001	0.0072800387786800015	0.007394062982990001	0.009036958735560001	0.00841176467456	0.00894882992959	0.0065317692921800004	0.00844809454098	0.008332359489646002	0.008316383640216002	0.008339520888665002	0.009207099705085	0.008526123390885001	0.011563743550480001	0.011681699692840003
S34	0.00028981795803	0.0002920905899	0.00044788064601	0.00091577277861	0.00091546548027	0.000910236359433	0.0009155063876350001	0.000969719520785	0.000985667893793	0.0009583676471630001	0.0009796882953800002	0.00096804052227	0.000973530493145	0.0009747860866950001	0.0009805179953350002	0.0009962071130350002	0.0009768411982510002	0.000949214089951	0.0009533537713810001	0.0009418338860910002	0.000947182938805	0.000971953159692	0.001120933784072	0.000939353046499	0.000931735332669	0.00093673615571	0.000938880106896	0.000936112236725	0.0009352490862990001	0.0009371099239180001	0.0009017395496260001	0.00065413688983	0.00016783707666	0.000169102755639	0.00016698514151399998	8.749872568e-05	9.770644363e-05	9.299702551e-05	0.0	3.929453783e-05	0.00846711176811	0.009673799343810002	0.0096234442279	0.009657239898121	0.009661955657203	0.009663609652578	0.009647650928453	0.009641084466323	0.009644252167677	0.009655970651129001	0.009653666818424	0.009648542928772999	0.009660237603405002	0.006240436465310001	0.007282746068610001	0.00739677027292	0.00903966602549	0.00841447196449	0.008951537219520002	0.00653447658211	0.008450801830910001	0.008335066779576	0.008319090930146	0.008342228178595	0.009209806995015	0.008528830680815001	0.011566450840410001	0.011684406982770002
S8	0.00028810575129999995	0.00029037838316999995	0.00044616843928	0.00091406057188	0.00091375327354	0.0009085241527030001	0.0009137941809050001	0.000968007314055	0.0009839556870630001	0.000956655440433	0.00097797608865	0.0009663283155400001	0.0009718182864150001	0.000973073879965	0.000978805788605	0.000994494906305	0.0009751289915210001	0.000947501883221	0.000951641564651	0.0009401216793610001	0.000945470732075	0.000970240952962	0.001119221577342	0.000937640839769	0.0009300231259390001	0.00093502394898	0.000937167900166	0.000934400029995	0.0009335368795690001	0.0009353977171880001	0.0009000273428960001	0.0006524246831	0.00016612486992999997	0.00016739054890899997	0.000165272934784	8.578651894999999e-05	9.59942369e-05	9.128481877999999e-05	3.929453783e-05	0.0	0.00846539956138	0.009672087137080001	0.00962173202117	0.009655527691391	0.009660243450473002	0.009661897445848	0.009645938721723	0.009639372259593	0.009642539960947001	0.009654258444399001	0.009651954611694002	0.009646830722043	0.009658525396675001	0.006238724258580001	0.007281033861880001	0.007395058066190001	0.009037953818760002	0.008412759757760001	0.008949825012790001	0.0065327643753800005	0.008449089624180001	0.008333354572846001	0.008317378723416001	0.008340515971865001	0.009208094788285002	0.008527118474085	0.01156473863368	0.011682694776040002
S11	0.00839037235132	0.00839264498319	0.0086264315393	0.0090943236719	0.00909401637356	0.009088787252723	0.009094057280925001	0.009148270414075	0.009164218787083001	0.009136918540453001	0.009158239188670002	0.00914659141556	0.009152081386435001	0.009153336979985001	0.009159068888625	0.009174758006325001	0.009155392091541	0.009127764983241	0.009131904664671	0.009120384779381	0.009125733832095001	0.009150504052982001	0.009299484677362	0.009117903939789	0.009110286225959	0.009115287049000002	0.009117431000186	0.009114663130015	0.009113799979589	0.009115660817208	0.009080290442916	0.008832687783120002	0.00840380009469	0.008405065773669	0.008402948159544	0.00845890617835	0.0084691138963	0.00846440447818	0.00846711176811	0.00846539956138	0.0	0.0026279929541	0.00257763783819	0.0026114335084109997	0.002616149267493	0.002617803262868	0.0026018445387429997	0.002595278076613	0.002598445777967	0.002610164261419	0.002607860428714	0.002602736539063	0.002614431213695	0.0046335039016	0.0056758135049	0.0057898377092100006	0.00743273346178	0.006807539400780001	0.007344604655809999	0.0065744230474	0.008490748296200001	0.008375013244866	0.008359037395436	0.008382174643885	0.009249753460305	0.008568777146105001	0.011606397305700001	0.011724353448060002
S39	0.00959705992702	0.00959933255889	0.009833119115	0.010301011247600002	0.010300703949260002	0.010295474828423001	0.010300744856625	0.010354957989775001	0.010370906362783	0.010343606116153002	0.010364926764370001	0.010353278991260002	0.010358768962135001	0.010360024555685	0.010365756464325	0.010381445582025	0.010362079667241002	0.010334452558941002	0.010338592240371001	0.010327072355081	0.010332421407795	0.010357191628682	0.010506172253062001	0.010324591515489	0.010316973801659001	0.010321974624700001	0.010324118575886	0.010321350705715	0.010320487555289002	0.010322348392908	0.010286978018616	0.010039375358820001	0.009610487670390001	0.009611753349369	0.009609635735244001	0.00966559375405	0.009675801472000001	0.00967109205388	0.009673799343810002	0.009672087137080001	0.0026279929541	0.0	0.00024920351789	0.000282999188111	0.00028771494719300004	0.000289368942568	0.000273410218443	0.000266843756313	0.000270011457667	0.000281729941119	0.000279426108414	0.000274302218763	0.000285996893395	0.0058401914773	0.0068825010806	0.00699652528491	0.008639421037480001	0.00801422697648	0.00855129223151	0.0077811106231	0.009697435871900001	0.009581700820566	0.009565724971136001	0.009588862219585	0.010456441036005	0.009775464721805	0.0128130848814	0.012931041023760002
S30	0.00954670481111	0.00954897744298	0.009782763999090002	0.01025065613169	0.01025034883335	0.010245119712513	0.010250389740715	0.010304602873865	0.010320551246873	0.010293251000243	0.01031457164846	0.01030292387535	0.010308413846225	0.010309669439775002	0.010315401348415	0.010331090466115	0.010311724551331	0.010284097443031	0.010288237124461	0.010276717239171	0.010282066291885	0.010306836512772	0.010455817137152	0.010274236399579001	0.010266618685749001	0.01027161950879	0.010273763459976	0.010270995589805001	0.010270132439379	0.010271993276998001	0.010236622902706001	0.00998902024291	0.009560132554479999	0.009561398233459	0.009559280619334	0.00961523863814	0.00962544635609	0.009620736937970002	0.0096234442279	0.00962173202117	0.00257763783819	0.00024920351789	0.0	0.000124874220821	0.000129589979903	0.000131243975278	0.000115285251153	0.000108718789023	0.000111886490377	0.000123604973829	0.000121301141124	0.000116177251473	0.000127871926105	0.005789836361389999	0.006832145964689999	0.0069461701689999995	0.00858906592157	0.00796387186057	0.0085009371156	0.00773075550719	0.00964708075599	0.009531345704656	0.009515369855226	0.009538507103674999	0.010406085920095	0.009725109605895	0.01276272976549	0.012880685907850001
